,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
443,,,21205,0,0,0,0,0,1,-0.5,0.0,0,Tom,0.0,374,False,,,40,21205.jpg,0.0,Heaton,0.3,False,,a,14,1,0,9337,235,9074,301,0.0,0.0,Heaton,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,443,32,427,12,378,4,446,32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,577,42,364,28,449,32,331,48,0.0,0.0
444,100.0,100.0,497894,0,0,-1,1,0,4,3.5,4.0,2,Rasmus,4.0,375,False,,2024-08-05T15:00:04.427374Z,69,497894.jpg,2.8,Højlund,1.1,False,,a,14,1,14,100299,7777,64500,8627,0.6,2.0,Højlund,58.0,257,1,0,1,4,0,0,0,0,0,0,2,51,46.6,32.8,60.0,13.8,3,0.86,0.05,0.91,5.83,284,29,245,28,147,29,255,29,,,,,,,0.3,0.0,0.02,0.32,2.04,1.4,31,13,56,14,146,23,191,35,1.05,0.35
445,100.0,100.0,184667,0,0,-2,2,0,2,0.2,0.7,1,Victor,0.7,376,False,,2024-08-23T10:00:06.716661Z,43,184667.jpg,0.7,Lindelöf,0.1,False,,a,14,1,2,1750,172,13964,168,0.2,0.5,Lindelof,206.0,52,0,0,0,1,0,0,0,1,0,0,0,3,12.8,5.2,4.0,2.2,0,0.00,0.02,0.02,1.36,368,131,353,115,335,108,381,126,,,,,,,0.0,0.0,0.03,0.03,2.35,1.73,551,136,274,85,422,138,458,167,0.0,0.0
446,0.0,0.0,95658,0,0,-1,1,0,2,0.0,0.0,0,Harry,0.0,377,False,Muscle injury - Unknown return date,2024-10-06T22:00:07.722929Z,49,95658.jpg,1.6,Maguire,0.5,False,,i,14,1,8,25650,59,58133,2165,0.0,1.6,Maguire,241.0,240,0,0,1,1,0,0,0,3,0,0,0,38,42.4,15.0,10.0,6.7,3,0.04,0.02,0.06,2.45,295,103,306,97,295,94,323,106,,,,,,,0.02,0.0,0.01,0.03,0.92,0.38,250,25,597,214,271,87,260,95,1.12,0.38
447,0.0,0.0,516895,0,0,-3,3,0,3,0.0,0.0,0,Kobbie,0.7,378,False,Muscle injury - Unknown return date,2024-10-08T10:30:06.217964Z,52,516895.jpg,1.9,Mainoo,2.4,False,,i,14,1,13,124771,153,524850,16171,0.1,2.5,Mainoo,241.0,571,0,0,4,6,0,0,0,4,0,0,0,92,73.2,57.7,23.0,15.6,7,0.13,0.45,0.58,8.65,226,98,181,115,237,135,241,117,,,,,,,0.02,0.0,0.07,0.09,1.36,0.95,179,112,302,150,239,105,123,42,1.1,0.63
448,25.0,25.0,222690,0,0,-1,1,0,2,-0.1,0.0,0,Tyrell,0.0,379,False,Knee injury - 25% chance of playing,2024-08-05T15:00:04.439521Z,44,222690.jpg,0.0,Malacia,0.0,False,,d,14,1,0,249,5,1002,15,0.0,0.0,Malacia,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,531,205,525,204,492,194,534,205,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,506,109,482,194,537,203,634,212,0.0,0.0
449,100.0,100.0,221820,-1,1,-1,1,0,2,0.5,1.0,1,Lisandro,1.0,380,False,,2024-09-14T18:00:06.352847Z,44,221820.jpg,2.8,Martínez,4.3,False,,a,14,1,22,211627,3933,331612,13643,0.2,5.0,Martinez,10.0,706,0,0,3,11,0,0,0,3,0,0,1,105,134.4,44.1,81.0,26.0,8,0.81,0.29,1.10,14.82,129,51,214,54,110,14,156,41,,,,,,,0.1,0.0,0.04,0.14,1.89,1.4,505,108,239,73,136,39,83,31,1.02,0.38
450,0.0,0.0,195851,0,0,-1,1,0,3,0.0,0.0,0,Scott,0.0,381,False,Transferred to Napoli,2024-08-31T06:16:49.087133Z,49,195851.jpg,1.0,McTominay,0.2,False,,u,14,1,2,6691,0,90305,303,0.0,0.4,McTominay,,17,0,0,0,1,0,0,0,0,0,0,0,4,3.2,0.3,5.0,0.9,0,0.07,0.00,0.07,0.66,416,202,405,213,331,183,420,206,,,,,,,0.37,0.0,0.0,0.37,3.49,5.29,263,172,603,261,382,188,383,137,0.0,0.0
451,25.0,25.0,184341,0,0,-2,2,0,3,-0.1,0.0,0,Mason,0.0,382,False,Knock - 25% chance of playing,2024-09-29T21:00:06.460180Z,63,184341.jpg,1.0,Mount,0.1,False,,d,14,1,3,2662,19,21434,192,0.0,0.5,Mount,241.0,144,0,0,1,3,0,0,0,2,0,0,0,3,17.4,48.0,42.0,10.8,2,0.39,0.04,0.43,3.05,350,165,205,131,191,109,286,141,,,,,,,0.24,0.0,0.02,0.26,1.91,1.88,54,33,654,295,407,206,443,161,1.25,0.62
452,,,202641,0,0,0,0,0,1,2.5,3.0,1,André,3.0,383,False,,,50,202641.jpg,4.7,Onana,7.1,False,,a,14,1,42,423182,15368,354476,21576,0.6,8.4,Onana,38.0,810,0,0,4,11,0,1,0,0,0,21,3,152,213.4,13.0,0.0,22.7,9,0.00,0.19,0.19,15.24,40,11,310,1,630,68,184,9,,,,,,,0.0,2.33,0.02,0.02,1.69,1.22,202,9,98,10,24,3,56,10,1.0,0.44
453,0.0,0.0,488404,0,0,0,0,0,3,0.0,0.0,0,Facundo,0.0,384,False,Transferred to Panathinaikos,2024-08-22T11:21:35.952901Z,50,488404.jpg,0.0,Pellistri Rebollo,0.0,False,,u,14,1,0,61,0,1806,11,0.0,0.0,Pellistri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,645,292,643,293,640,291,646,293,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,233,150,626,279,646,293,635,283,0.0,0.0
454,,,176297,0,0,-1,1,0,3,2.5,3.0,1,Marcus,3.0,385,False,,,69,176297.jpg,3.0,Rashford,3.2,False,,a,14,1,27,280064,8128,436609,17204,0.4,3.9,Rashford,241.0,628,1,1,3,7,0,0,0,1,0,0,1,109,121.4,184.2,112.0,41.8,8,0.65,1.20,1.85,9.59,147,52,36,31,80,49,64,41,,,2.0,,3.0,,0.09,0.0,0.17,0.26,1.37,1.0,30,17,104,41,130,52,104,33,1.15,0.43
455,25.0,25.0,106760,0,0,-1,1,0,2,-0.1,0.0,0,Luke,0.0,387,False,Calf injury - 25% chance of playing,2024-08-14T22:30:05.635756Z,49,106760.jpg,0.0,Shaw,0.2,False,,d,14,1,0,1060,23,57760,489,0.0,0.0,Shaw,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,626,219,622,219,610,217,627,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,251,26,598,215,628,218,368,129,0.0,0.0
456,,,458249,0,0,-3,3,0,4,1.5,2.0,4,Joshua,2.0,389,False,,,67,458249.jpg,2.3,Zirkzee,2.0,False,,a,14,1,21,404157,785,509244,9662,0.3,3.1,Zirkzee,152.0,407,1,1,2,6,0,0,0,1,0,0,3,74,89.6,84.4,156.0,33.0,4,2.59,0.34,2.93,7.36,198,20,125,12,53,19,104,18,,,,,,,0.57,0.0,0.08,0.65,1.63,1.33,39,17,187,28,187,27,140,27,0.88,0.44
457,0.0,0.0,550864,0,0,-2,2,0,2,0.0,0.0,0,Leny,0.0,572,False,Foot injury - Expected back 02 Nov,2024-08-05T15:00:04.535911Z,43,550864.jpg,0.0,Yoro,0.1,False,,i,14,1,0,2519,212,14153,168,0.0,0.0,Yoro,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,523,200,511,199,477,188,526,200,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,568,151,466,185,529,198,456,165,0.0,0.0
458,,,209365,0,0,0,0,1,2,0.5,1.0,0,Matthijs,1.0,593,False,,,50,209365.jpg,3.0,de Ligt,4.6,False,,a,14,1,27,353191,6905,367942,28846,0.2,5.4,De Ligt,152.0,579,1,0,2,10,0,0,0,2,0,0,3,99,153.2,29.6,147.0,33.2,6,1.12,0.03,1.15,12.78,94,33,258,75,55,5,99,21,,,,,,,0.17,0.0,0.0,0.17,1.99,1.55,207,24,254,80,125,36,81,29,0.93,0.31
459,75.0,100.0,230001,0,0,1,-1,1,2,0.6,1.3,2,Noussair,1.3,594,False,Knee injury - 75% chance of playing,2024-10-27T22:30:07.983672Z,46,230001.jpg,3.2,Mazraoui,12.4,False,,d,14,1,29,1805085,6474,1035538,75884,0.3,6.3,Mazraoui,145.0,642,0,1,3,9,0,0,0,1,0,0,2,119,152.2,56.1,44.0,25.2,8,0.20,0.67,0.87,13.21,96,34,187,46,181,42,158,43,,,,,,,0.03,0.0,0.09,0.12,1.85,1.26,349,49,211,63,100,28,33,11,1.12,0.42
460,,,490881,0,0,0,0,0,3,-0.5,0.0,0,Toby,0.0,613,False,,,45,490881.jpg,1.0,Collyer,0.1,False,,a,14,1,1,9328,110,5966,237,0.0,0.2,Collyer,241.0,45,0,0,0,1,0,0,0,0,0,0,0,12,14.2,12.6,2.0,2.9,0,0.00,0.01,0.01,1.03,363,173,312,180,355,194,368,180,,,,,,,0.0,0.0,0.02,0.02,2.06,2.0,422,251,534,210,353,166,496,190,0.0,0.0
461,,,575034,0,0,0,0,0,4,-0.5,0.0,0,Ethan,0.0,648,False,,,45,575034.jpg,0.0,Wheatley,2.2,False,,a,14,1,0,334978,13526,130603,13675,0.0,0.0,Wheatley,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,608,53,608,53,584,53,611,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,463,73,571,50,614,55,129,22,0.0,0.0
462,100.0,100.0,232112,0,0,-1,1,0,3,-0.2,0.3,0,Manuel,0.3,652,False,,2024-10-16T15:00:07.568257Z,49,232112.jpg,1.0,Ugarte,0.1,False,,a,14,1,4,15876,512,10878,589,0.1,0.8,Ugarte,230.0,104,0,0,0,2,0,0,0,1,0,0,0,16,20.4,6.5,0.0,2.6,1,0.00,0.00,0.00,3.13,337,156,349,193,619,279,376,186,,,,,,,0.0,0.0,0.0,0.0,2.71,1.73,274,181,341,168,385,190,464,170,0.87,0.0
463,,,547037,0,0,0,0,0,3,-0.5,0.0,0,Jack,0.0,667,False,,,45,547037.jpg,0.0,Fletcher,0.0,False,,a,14,1,0,299,130,58,42,0.0,0.0,Fletcher,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,599,262,599,268,575,255,602,265,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,452,279,560,234,605,268,651,291,0.0,0.0
464,,,577974,0,0,0,0,0,2,0.7,1.2,0,Harry,0.0,670,False,,,40,577974.jpg,0.0,Amass,0.0,False,,a,14,1,0,184,184,16,16,0.0,0.0,Amass,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,504,184,491,184,449,166,507,184,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,658,208,433,157,510,182,661,219,0.0,0.0
