,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
290,0.0,0.0,515024,0,0,0,0,0,3,0.0,0.0,0,Luke,0.0,246,False,Season long loan to Birmingham City,2024-08-06T17:24:03.566492Z,45,515024.jpg,0.0,Harris,0.0,False,,u,9,54,0,0,0,841,11,0.0,0.0,Harris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,588,252,588,258,564,245,591,255,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,440,269,548,224,594,258,644,287,0.0,0.0
291,,,153133,0,0,0,0,1,3,5.0,5.0,11,Alex,5.0,247,False,,,55,153133.jpg,4.4,Iwobi,1.5,False,,a,9,54,40,207256,45880,129367,3466,0.9,7.3,Iwobi,157.0,767,2,1,3,9,0,0,0,0,0,0,6,177,198.8,220.0,170.0,58.8,9,0.90,1.81,2.71,9.59,55,15,23,19,40,23,26,19,,,,,,,0.11,0.0,0.21,0.32,1.13,1.06,110,67,31,12,36,17,170,53,1.06,0.35
292,,,80201,0,0,0,0,0,1,3.3,3.3,3,Bernd,3.3,248,False,,,50,80201.jpg,3.1,Leno,2.5,False,,a,9,54,28,152221,7961,184736,4231,0.7,5.6,Leno,80.0,810,0,1,1,12,0,0,0,2,0,29,0,122,251.4,10.0,0.0,26.1,9,0.00,0.02,0.02,10.63,18,5,335,4,625,64,155,5,,,,,,,0.0,3.22,0.0,0.0,1.18,1.33,190,5,81,8,110,17,122,17,1.0,0.11
293,0.0,0.0,212314,0,0,-1,1,0,3,0.0,0.0,0,Saša,0.7,249,False,Shoulder injury - Expected back 23 Nov,2024-10-16T12:30:07.072097Z,49,212314.jpg,1.6,Lukić,0.0,False,,i,9,54,11,2565,6,4919,257,0.1,2.2,Lukić,190.0,548,0,0,2,6,0,0,0,4,0,0,0,68,65.2,61.5,2.0,12.9,7,0.00,0.20,0.20,5.49,245,110,173,111,362,199,266,131,,,,,3.0,,0.0,0.0,0.03,0.03,0.9,0.99,270,179,291,143,272,127,525,208,1.15,0.33
294,0.0,0.0,120721,0,0,0,0,0,2,0.0,0.0,0,Kevin,0.0,250,False,Transferred to FC Midtjylland,2024-08-31T06:24:47.127908Z,40,120721.jpg,0.0,Mbabu,0.2,False,,u,9,54,0,8149,0,37107,546,0.0,0.0,Mbabu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,447,152,433,152,385,128,450,152,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,587,163,370,119,454,151,351,123,0.0,0.0
295,,,244042,0,0,-3,3,0,4,2.3,2.3,1,Rodrigo,2.3,251,False,,,57,244042.jpg,2.4,Muniz Carvalho,2.2,False,,a,9,54,19,654632,1331,1100300,13814,0.4,3.3,Muniz,30.0,288,1,1,1,5,0,0,0,0,0,0,1,75,70.2,53.1,160.0,28.3,3,1.41,0.03,1.44,3.77,232,24,192,22,48,18,141,23,,,,,,,0.44,0.0,0.01,0.45,1.18,1.56,98,30,152,25,177,26,130,23,0.94,0.31
296,,,102057,0,0,2,-2,0,4,4.7,4.7,2,Raúl,4.7,252,False,,,57,102057.jpg,4.6,Jiménez,10.2,False,,a,9,54,41,1217331,78585,215364,39788,0.8,7.2,Raúl,139.0,516,4,1,3,7,0,0,0,0,0,0,7,161,188.4,103.9,293.0,58.8,6,3.36,1.11,4.47,6.85,59,8,110,7,11,6,28,8,,,,,2.0,,0.59,0.0,0.19,0.78,1.19,1.22,95,29,36,10,26,9,42,10,1.05,0.52
297,0.0,0.0,82514,0,0,0,0,0,2,0.0,0.0,0,Tim,0.0,253,False,Permanent transfer to Charlotte FC,2024-08-09T11:16:10.995330Z,45,82514.jpg,0.0,Ream,0.0,False,,u,9,54,0,0,0,1122,11,0.0,0.0,Ream,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,545,210,543,210,512,201,548,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,357,55,499,201,551,208,637,214,0.0,0.0
298,,,153366,0,0,-2,2,0,3,0.3,0.3,1,Harrison,0.3,254,False,,,48,153366.jpg,0.7,Reed,0.0,False,,a,9,54,5,2134,87,3754,99,0.1,1.0,Reed,241.0,53,0,0,0,2,0,0,0,2,0,0,0,21,8.6,17.3,9.0,3.5,0,0.01,0.09,0.10,2.94,385,185,292,171,304,166,361,177,,,,,,,0.02,0.0,0.15,0.17,4.99,3.4,301,202,334,164,425,213,538,216,0.0,0.0
299,,,169528,0,0,2,-2,0,2,1.3,1.3,2,Antonee,1.3,255,False,,,47,169528.jpg,3.1,Robinson,15.4,False,,a,9,54,28,1448777,23736,790697,27184,0.3,6.0,Robinson,229.0,810,0,2,1,12,0,0,0,1,0,0,3,117,215.2,129.3,33.0,37.9,9,0.15,0.72,0.87,10.63,38,12,71,15,213,59,72,11,,,,,,,0.02,0.0,0.08,0.1,1.18,1.33,335,42,213,65,109,30,23,8,1.0,0.11
300,0.0,0.0,490146,0,0,0,0,0,4,0.0,0.0,0,Jay,0.0,256,False,Transferred to Birmingham City,2024-08-31T09:25:38.042723Z,50,490146.jpg,1.0,Stansfield,0.0,False,,u,9,54,1,4673,0,11153,109,0.0,0.2,Stansfield,,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.67,646,64,644,63,641,64,647,64,,,,,,,0.0,0.0,0.0,0.0,60.3,0.0,234,51,627,62,390,37,517,67,0.0,0.0
301,,,167074,0,0,0,0,0,2,1.3,1.3,2,Kenny,1.3,257,False,,,45,167074.jpg,2.0,Tete,0.4,False,,a,9,54,18,37823,1235,31899,784,0.3,4.0,Tete,152.0,796,0,0,1,11,0,0,0,2,0,0,0,63,126.6,63.9,87.0,27.8,9,0.83,0.18,1.01,10.40,140,55,162,38,104,11,143,36,,,,,,,0.09,0.0,0.02,0.11,1.18,1.24,371,61,208,60,217,70,284,104,1.02,0.11
302,100.0,100.0,245824,0,0,0,0,0,4,0.0,0.0,0,Carlos Vinícius,0.0,258,False,,2024-09-13T15:30:06.747794Z,50,245824.jpg,0.0,Alves Morais,0.3,False,,a,9,54,0,29819,1069,66724,865,0.0,0.0,Vinicius,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,638,61,636,60,633,61,639,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,220,46,619,59,639,62,302,50,0.0,0.0
303,,,153682,0,0,-2,2,0,3,0.7,0.7,1,Harry,0.7,259,False,,,53,153682.jpg,0.8,Wilson,0.1,False,,a,9,54,4,4494,251,14130,320,0.1,0.8,Wilson,244.0,57,0,0,0,2,0,0,0,1,0,0,0,14,2.2,7.8,12.0,2.0,0,0.00,0.04,0.04,1.74,424,208,342,190,287,160,388,192,3.0,,3.0,,,,0.0,0.0,0.06,0.06,2.75,3.16,152,88,303,151,419,210,430,154,0.0,0.0
304,,,184349,0,0,-2,2,0,2,0.0,0.0,0,Ryan,0.0,579,False,,,43,184349.jpg,0.0,Sessegnon,0.1,False,,a,9,54,0,2984,88,12701,272,0.0,0.0,Sessegnon,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,515,194,503,193,466,179,518,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,550,135,454,175,521,192,419,152,0.0,0.0
305,100.0,100.0,246301,0,0,-1,1,0,2,0.3,0.3,1,Jorge,0.3,586,False,,2024-10-04T00:00:05.950041Z,44,246301.jpg,1.0,Cuenca Barreno,0.0,False,,a,9,54,1,829,41,4142,48,0.1,0.2,J.Cuenca,200.0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.2,0.0,0.0,0.4,0,0.00,0.00,0.00,0.37,403,140,532,207,501,198,424,144,,,,,,,0.0,0.0,0.0,0.0,33.3,90.0,519,117,324,106,349,123,534,188,0.0,0.0
306,,,577725,0,0,0,0,0,3,0.0,0.0,0,Josh,0.0,604,False,,,45,577725.jpg,0.0,King,0.1,False,,a,9,54,0,10234,247,8829,316,0.0,0.0,King,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,609,268,609,274,585,261,612,271,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,465,287,572,242,615,274,448,164,0.0,0.0
307,,,573062,0,0,0,0,0,3,0.0,0.0,0,Martial,0.0,605,False,,,45,573062.jpg,0.0,Godo,0.0,False,,a,9,54,0,3614,97,3346,117,0.0,0.0,Godo,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,605,266,605,272,581,259,608,269,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,460,285,568,240,611,272,541,217,0.0,0.0
308,,,207189,0,0,0,0,0,3,2.0,2.0,2,Sander,2.0,622,False,,,50,207189.jpg,1.4,Berge,0.0,False,,a,9,54,10,2152,103,1435,83,0.4,2.0,Berge,161.0,341,0,0,0,8,0,0,0,0,0,0,0,52,66.0,61.0,4.0,13.0,3,0.00,0.06,0.06,5.76,242,107,177,113,344,190,263,128,,,,,,,0.0,0.0,0.02,0.02,1.52,2.11,206,129,176,80,296,142,593,254,0.79,0.0
