,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
110,,,570241,0,0,-1,1,0,2,0.0,0.0,0,Kim,0.0,96,False,,,39,570241.jpg,0.0,Ji-soo,0.3,False,,a,4,94,0,17415,3701,14570,1104,0.0,0.0,Ji-soo,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,440,151,424,150,375,125,443,151,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,670,220,361,116,446,149,303,111,0.0,0.0
111,,,628204,0,0,0,0,0,3,0.3,0.3,0,Yunus Emre,0.3,97,False,,,45,628204.jpg,1.0,Konak,0.1,False,,a,4,94,3,7068,240,5924,363,0.1,0.7,Konak,219.0,17,0,0,0,2,0,0,0,0,0,0,0,4,1.2,1.5,3.0,0.4,0,0.15,0.00,0.15,0.78,430,212,383,205,348,192,425,209,,,,,,,0.79,0.0,0.0,0.79,4.13,10.59,473,294,330,161,363,175,463,169,0.0,0.0
112,,,249231,0,0,0,0,0,3,4.0,4.0,5,Keane,4.0,98,False,,,50,249231.jpg,2.7,Lewis-Potter,0.1,False,,a,4,94,24,12096,1880,8343,439,0.8,4.8,Lewis-Potter,241.0,601,0,3,0,15,0,0,0,1,0,0,0,103,113.8,91.7,126.0,33.1,7,0.77,1.19,1.96,13.03,161,60,117,87,69,39,103,62,,,4.0,,,,0.12,0.0,0.18,0.3,1.95,2.25,221,142,54,20,152,64,444,162,1.05,0.0
113,,,446008,1,-1,7,-7,2,3,8.3,8.3,15,Bryan,8.3,99,True,,,77,446008.jpg,7.6,Mbeumo,37.8,False,,a,4,94,68,4042759,358024,604074,19020,1.1,8.8,Mbeumo,38.0,809,8,0,0,18,0,0,0,2,0,0,12,280,371.4,281.5,246.0,90.0,9,3.79,2.41,6.20,15.75,4,3,12,11,24,14,5,4,2.0,,2.0,,2.0,,0.42,0.0,0.27,0.69,1.75,2.0,16,10,2,1,5,4,4,3,1.0,0.0
114,,,51927,0,0,-2,2,0,2,0.0,0.0,0,Ben,0.0,100,False,,,43,51927.jpg,1.0,Mee,0.5,False,,a,4,94,1,14066,394,55688,1565,0.0,0.2,Mee,241.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.00,510,190,411,146,458,174,513,190,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,536,124,442,165,341,116,258,94,0.0,0.0
115,100.0,100.0,128295,0,0,-2,2,0,3,3.3,3.3,2,Christian,3.3,101,False,,2024-09-21T20:30:05.370098Z,48,128295.jpg,2.4,Nørgaard,0.2,False,,a,4,94,17,15314,2126,12296,864,0.7,3.5,Nørgaard,58.0,603,1,0,0,12,0,0,0,2,0,0,0,122,131.4,63.5,78.0,27.4,7,1.07,0.13,1.20,10.73,134,47,165,108,114,73,146,82,,,,,,,0.16,0.0,0.02,0.18,1.6,1.79,298,199,79,29,171,74,382,136,1.04,0.0
116,0.0,0.0,428580,0,0,-1,1,0,3,0.0,0.0,0,Frank,0.0,102,False,Loaned to FC Augsburg,2024-08-31T06:32:02.183747Z,49,428580.jpg,1.0,Onyeka,0.0,False,,u,4,94,2,648,0,3686,22,0.0,0.4,Onyeka,,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0,0.00,0.02,0.02,0.69,632,283,398,211,620,280,633,284,,,,,,,0.0,0.0,0.08,0.08,2.7,0.0,276,182,606,263,386,191,607,265,0.0,0.0
117,0.0,0.0,450539,0,0,0,0,0,3,0.0,0.0,0,Myles,0.0,103,False,Loaned to Swansea City,2024-08-31T06:31:19.312069Z,45,450539.jpg,0.0,Peart-Harris,0.0,False,,u,4,94,0,913,0,4010,48,0.0,0.0,Peart-Harris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,563,232,562,238,534,224,566,235,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,239,519,200,569,238,590,252,0.0,0.0
118,,,231065,0,0,0,0,0,2,5.0,5.0,1,Ethan,5.0,104,False,,,45,231065.jpg,2.3,Pinnock,1.2,False,,a,4,94,21,123301,9147,45934,7043,1.1,4.7,Pinnock,107.0,810,2,0,0,18,1,0,0,1,0,0,0,97,270.6,50.4,163.0,48.4,9,0.84,0.39,1.23,15.75,12,2,200,51,47,3,44,5,,,,,,,0.09,0.0,0.04,0.13,1.75,2.0,382,71,29,7,180,52,187,69,1.0,0.0
119,,,226956,0,0,-1,1,0,2,2.0,2.0,4,Mads,2.0,105,False,,,44,226956.jpg,1.5,Roerslev Rasmussen,0.1,False,,a,4,94,12,6078,342,8882,155,0.5,2.7,Roerslev,58.0,354,0,1,0,9,0,0,0,0,0,0,0,29,64.8,79.2,11.0,15.6,3,0.01,0.45,0.46,7.69,246,88,132,28,290,91,240,78,,,,,,,0.0,0.0,0.11,0.11,1.96,2.29,511,112,163,50,279,89,454,163,0.76,0.0
120,,,513418,0,0,-2,2,0,3,1.7,1.7,1,Kevin,1.7,106,False,,,53,513418.jpg,1.9,Schade,0.1,False,,a,4,94,17,22129,117,20576,782,0.3,3.2,Schade,80.0,457,0,1,1,8,0,0,0,0,0,0,0,44,45.8,31.6,121.0,19.9,5,1.19,0.06,1.25,6.55,286,133,251,151,73,43,208,104,,,,,,,0.23,0.0,0.01,0.24,1.29,1.58,165,99,198,97,240,106,439,159,0.98,0.2
121,0.0,0.0,502500,0,0,-1,1,0,4,0.0,0.0,0,Igor Thiago,0.0,107,False,Knee injury - Expected back 23 Nov,2024-08-05T15:00:04.331164Z,59,502500.jpg,0.0,Nascimento Rodrigues,0.0,False,,i,4,94,0,716,40,2388,59,0.0,0.0,Thiago,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,663,70,663,70,662,70,663,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,89,27,652,69,662,70,600,71,0.0,0.0
122,0.0,0.0,144485,0,0,-2,2,0,4,0.0,0.0,0,Ivan,0.0,108,False,Transferred to Al-Ahli,2024-08-31T06:41:10.704245Z,73,144485.jpg,0.0,Toney,1.3,False,,u,4,94,0,43376,0,789556,1455,0.0,0.0,Toney,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,670,74,670,74,670,74,670,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19,7,663,74,669,74,180,34,0.0,0.0
123,,,507433,0,0,0,0,0,1,0.0,0.0,0,Hákon,0.0,109,False,,,40,507433.jpg,0.0,Valdimarsson,3.3,False,,a,4,94,0,143608,836,196338,4081,0.0,0.0,Valdimarsson,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,490,58,477,40,434,32,493,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,643,70,418,54,496,58,100,16,0.0,0.0
124,100.0,100.0,216646,0,0,-1,1,2,4,3.7,3.7,10,Yoane,3.7,110,False,,2024-09-14T18:00:06.214510Z,59,216646.jpg,6.5,Wissa,4.1,False,,a,4,94,39,1073806,138331,1014075,7570,0.6,6.6,Wissa,50.0,404,4,2,0,9,0,0,0,1,0,0,8,160,170.8,61.5,207.0,44.0,5,3.87,0.30,4.17,7.04,67,10,174,21,29,12,52,11,,,,,4.0,,0.86,0.0,0.07,0.93,1.57,2.0,85,25,64,17,9,3,88,15,1.11,0.0
125,,,508395,0,0,-1,1,0,3,0.7,0.7,0,Yehor,0.7,111,False,,,44,508395.jpg,1.0,Yarmoliuk,3.1,False,,a,4,94,5,233446,22937,211552,11648,0.2,1.1,Yarmoliuk,225.0,126,0,0,0,3,0,0,0,1,0,0,0,24,30.2,25.4,8.0,6.2,1,0.08,0.05,0.13,3.67,321,148,269,160,310,170,331,163,,,,,,,0.06,0.0,0.04,0.1,2.62,2.14,530,301,278,135,351,165,107,34,0.71,0.0
126,0.0,0.0,48760,0,0,0,0,0,2,0.0,0.0,0,Mathias,0.0,112,False,Joined Anderlecht,2024-08-16T11:51:35.999618Z,45,48760.jpg,0.0,Jorgensen,0.0,False,,u,4,94,0,0,0,3808,25,0.0,0.0,Zanka,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,544,209,542,209,511,200,547,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,355,53,498,200,550,207,610,204,0.0,0.0
127,,,244858,0,0,-2,2,0,3,2.7,2.7,1,Fábio,2.7,314,False,,,48,244858.jpg,2.2,Freitas Gouveia Carvalho,1.4,False,,a,4,94,20,153750,4953,150786,10260,0.6,4.2,Carvalho,173.0,264,1,1,0,8,0,0,0,0,0,0,1,74,83.0,40.3,75.0,19.6,2,1.15,0.43,1.58,7.88,209,88,226,141,119,77,209,105,4.0,,,,,,0.39,0.0,0.15,0.54,2.69,2.73,313,210,112,45,198,84,177,55,0.68,0.0
128,,,444765,0,0,0,0,0,2,1.0,1.0,1,Sepp,1.0,338,False,,,40,444765.jpg,1.1,van den Berg,3.0,False,,a,4,94,8,362952,16136,105975,6181,0.2,2.0,Van den Berg,152.0,551,0,0,0,15,0,0,0,0,0,0,0,25,118.0,36.4,74.0,22.8,6,0.39,0.32,0.71,10.83,153,62,234,67,120,17,183,53,,,,,,,0.06,0.0,0.05,0.11,1.77,2.45,624,184,235,70,325,103,110,42,0.98,0.0
129,,,591357,0,0,0,0,0,3,0.0,0.0,0,Ryan,0.0,602,False,,,45,591357.jpg,1.0,Trevitt,0.1,False,,a,4,94,1,4878,89,4519,142,0.0,0.2,Trevitt,241.0,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0.00,0.00,0.00,0.00,421,206,413,216,588,263,432,214,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,469,290,575,244,361,173,501,193,0.0,0.0
130,0.0,0.0,626464,0,0,-1,1,0,3,0.0,0.0,0,Gustavo,0.0,634,False,Back injury - Expected back 23 Nov,2024-09-12T15:00:06.996116Z,49,626464.jpg,0.0,Nunes Fernandes Gomes,0.0,False,,i,4,94,0,269,9,311,9,0.0,0.0,G.Nunes,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,635,285,630,286,624,283,636,286,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,291,194,613,269,636,286,660,299,0.0,0.0
131,,,499717,0,0,0,0,0,2,0.0,0.0,0,Jayden,0.0,649,False,,,40,499717.jpg,0.0,Meghoma,0.0,False,,a,4,94,0,2940,167,1599,124,0.0,0.0,Meghoma,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,488,171,475,171,432,152,491,171,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,640,193,415,142,494,169,543,191,0.0,0.0
132,,,592662,0,0,0,0,0,3,0.0,0.0,0,Tony,0.0,661,False,,,45,592662.jpg,0.0,Yogane,0.0,False,,a,4,94,0,1686,131,812,84,0.0,0.0,Yogane,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,613,271,612,276,589,264,615,273,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,470,291,576,245,618,276,615,269,0.0,0.0
