,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
541,,,477386,0,0,-1,1,0,2,-0.5,-1.5,0,Armel,0.0,456,False,,,39,477386.jpg,0.0,Bella-Kotchap,0.5,False,,a,17,20,0,28619,2692,20054,1283,0.0,0.0,Bella-Kotchap,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,438,149,422,148,373,123,441,149,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,668,218,359,114,444,147,262,97,0.0,0.0
542,,,184386,0,0,0,0,0,2,-0.2,-1.2,1,James,0.3,457,False,,,40,184386.jpg,1.0,Bree,0.2,False,,a,17,20,1,4790,217,8271,238,0.1,0.2,Bree,241.0,13,0,0,0,0,0,0,0,0,0,0,0,4,3.6,10.7,0.0,1.4,0,0.00,0.02,0.02,0.56,411,143,325,103,393,131,405,137,,,,,,,0.0,0.0,0.14,0.14,3.88,0.0,597,168,316,100,332,108,401,146,0.0,0.0
543,0.0,0.0,463210,0,0,0,0,0,3,0.0,0.0,0,Shea,0.0,458,False,Has joined Sheffield Wednesday on a season-long loan,2024-08-29T11:10:39.600629Z,45,463210.jpg,0.0,Charles,0.0,False,,u,17,20,0,1091,0,6509,102,0.0,0.0,Charles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,569,236,568,242,540,228,572,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,407,244,525,204,575,242,542,218,0.0,0.0
544,0.0,0.0,490503,0,0,-1,1,0,3,0.0,0.0,0,Samuel,0.0,459,False,Loaned to Anderlecht,2024-09-10T11:28:17.403794Z,49,490503.jpg,0.5,Edozie,0.0,False,,u,17,20,1,463,0,2426,24,0.0,0.2,Edozie,,64,0,0,0,0,0,0,0,1,0,0,0,6,9.8,19.0,22.0,5.1,0,0.00,0.15,0.15,0.31,375,180,285,167,239,136,340,170,,,,,,,0.0,0.0,0.21,0.21,0.44,0.0,285,189,609,266,436,219,619,273,0.0,0.0
545,,,500926,0,0,-1,1,0,2,-0.5,-1.5,0,Ronnie,0.0,460,False,,,39,500926.jpg,0.0,Edwards,0.3,False,,a,17,20,0,14160,3702,10162,937,0.0,0.0,Edwards,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,439,150,423,149,374,124,442,150,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,669,219,360,115,445,148,323,116,0.0,0.0
546,,,245719,1,-1,1,-1,0,2,0.5,-0.5,2,Taylor,1.0,461,False,,,41,245719.jpg,1.8,Harwood-Bellis,10.3,False,,a,17,20,16,586301,16377,516526,14156,0.2,3.9,Harwood-Bellis,241.0,679,1,0,0,15,0,0,0,3,0,0,0,67,202.8,82.4,85.0,37.1,8,0.67,0.10,0.77,16.55,48,15,127,26,108,13,79,13,,,,,,,0.09,0.0,0.01,0.1,2.19,1.99,573,156,236,71,245,79,41,14,1.06,0.0
547,100.0,100.0,504783,0,0,0,0,0,3,0.2,-0.8,1,Kamaldeen,0.7,462,False,,2024-08-05T15:00:04.500770Z,50,504783.jpg,1.0,Sulemana,0.0,False,,a,17,20,2,328,23,643,15,0.1,0.4,Kamaldeen,81.0,15,0,0,0,1,0,0,0,0,0,0,0,7,7.0,0.3,5.0,1.2,0,0.02,0.00,0.02,0.80,394,191,408,215,333,185,411,202,,,,,,,0.12,0.0,0.0,0.12,4.8,6.0,235,151,299,148,391,195,649,289,0.0,0.0
548,100.0,100.0,39155,0,0,0,0,0,3,-0.5,-1.5,0,Adam,0.0,463,False,,2024-08-15T14:30:06.184270Z,50,39155.jpg,1.8,Lallana,0.0,False,,a,17,20,9,2321,107,3746,137,0.0,1.8,Lallana,241.0,172,0,2,0,2,0,0,0,3,0,0,1,38,52.8,32.5,15.0,10.0,2,0.15,0.20,0.35,3.73,274,124,246,148,271,151,293,147,,,,,,,0.08,0.0,0.1,0.18,1.95,1.05,189,120,615,271,253,113,558,228,1.05,0.0
549,100.0,100.0,515571,0,0,0,0,0,2,-0.5,-1.5,0,Juan,0.0,464,False,,2024-08-16T11:00:06.405628Z,40,515571.jpg,0.0,Larios López,0.1,False,,a,17,20,0,2249,56,4929,137,0.0,0.0,Larios,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,494,176,481,176,438,157,497,176,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,647,199,422,148,500,174,469,172,0.0,0.0
550,0.0,0.0,200428,0,0,0,0,0,1,0.0,0.0,0,Mateusz,0.0,465,False,Transferred to Göztepe,2024-08-23T12:38:57.742902Z,40,200428.jpg,0.0,Lis,0.1,False,,u,17,20,0,888,0,14174,224,0.0,0.0,Lis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,459,41,445,22,398,14,462,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,602,52,383,37,465,41,424,59,0.0,0.0
551,,,167888,0,0,0,0,0,1,-0.5,-1.5,0,Joe,0.0,466,False,,,40,167888.jpg,0.0,Lumley,0.3,False,,a,17,20,0,11435,174,12081,266,0.0,0.0,Lumley,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,451,38,437,19,389,11,454,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,591,49,374,34,458,38,315,45,0.0,0.0
552,,,204863,0,0,-2,2,0,2,1.5,0.5,2,Ryan,2.0,467,False,,,43,204863.jpg,2.0,Manning,0.1,False,,a,17,20,6,1100,115,4325,101,0.5,1.4,Manning,104.0,226,0,1,0,5,0,0,0,1,0,0,0,13,35.0,62.8,12.0,10.9,3,0.05,0.17,0.22,7.45,312,110,168,41,280,86,280,90,1.0,,,,,,0.02,0.0,0.07,0.09,2.97,1.99,555,140,159,46,213,68,493,179,1.19,0.0
553,0.0,0.0,476888,0,0,0,0,0,4,0.0,0.0,0,Sékou,0.0,468,False,Transferred to Strasbourg,2024-08-26T10:17:11.280625Z,50,476888.jpg,0.0,Mara,0.0,False,,u,17,20,0,782,0,7574,82,0.0,0.0,Mara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,644,63,642,62,639,63,645,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,231,49,625,61,645,64,557,70,0.0,0.0
554,,,58376,0,0,-1,1,0,1,-0.5,-1.5,0,Alex,0.0,469,False,,,44,58376.jpg,3.0,McCarthy,0.2,False,,a,17,20,6,12332,30,17594,322,0.0,1.4,McCarthy,241.0,180,0,0,0,2,0,0,0,0,0,7,0,21,52.0,0.0,0.0,5.2,2,0.00,0.00,0.00,2.70,275,25,513,49,479,42,337,25,,,,,,,0.0,3.5,0.0,0.0,1.35,1.0,477,20,469,63,116,18,391,56,1.0,0.0
555,,,147611,0,0,-1,1,0,4,0.5,-0.5,1,Paul,1.0,470,False,,,49,147611.jpg,1.0,Onuachu,0.2,False,,a,17,20,3,18155,2420,13844,1197,0.2,0.6,Onuachu,157.0,41,0,0,0,3,0,0,0,0,0,0,0,9,5.8,10.2,30.0,4.6,0,0.06,0.00,0.06,2.48,397,38,330,37,222,37,349,38,,,,,,,0.13,0.0,0.0,0.13,5.44,6.59,255,56,251,31,380,36,364,55,0.0,0.0
556,0.0,0.0,214466,0,0,0,0,0,3,0.0,0.0,0,Will,0.3,471,False,Hamstring injury - Unknown return date,2024-10-20T11:00:06.361543Z,50,214466.jpg,1.5,Smallbone,0.0,False,,i,17,20,6,1472,10,5082,97,0.1,1.2,Smallbone,104.0,240,0,0,0,5,0,0,0,0,0,0,0,31,22.6,57.1,32.0,11.1,3,0.31,0.54,0.85,4.93,332,155,183,117,218,122,279,139,2.0,,1.0,,,,0.12,0.0,0.2,0.32,1.85,1.88,209,131,343,170,286,135,572,239,1.12,0.0
557,100.0,100.0,88900,0,0,0,0,0,2,0.2,-0.8,2,Jack,0.7,472,False,,2024-10-02T00:30:05.770760Z,40,88900.jpg,0.8,Stephens,0.6,False,,a,17,20,4,84550,796,63999,817,0.2,1.0,Stephens,241.0,438,0,0,0,9,0,0,0,1,1,0,0,21,57.0,40.4,11.0,10.8,5,0.23,0.11,0.34,10.33,258,94,224,60,288,89,285,92,,,,,,,0.05,0.0,0.02,0.07,2.12,1.85,582,159,272,83,414,134,235,85,1.03,0.0
558,0.0,0.0,230348,0,0,1,-1,0,4,0.0,0.0,0,Ross,0.3,473,False,Muscle injury - Unknown return date,2024-10-05T18:00:07.268831Z,46,230348.jpg,0.8,Stewart,2.9,False,,i,17,20,3,481291,1136,262132,25493,0.1,0.7,Stewart,243.0,130,0,0,0,2,0,0,0,1,0,0,0,5,5.8,6.7,9.0,2.1,1,0.17,0.02,0.19,2.56,396,37,345,38,302,41,385,40,,,,,,,0.12,0.0,0.01,0.13,1.77,1.38,350,63,331,37,417,43,112,18,0.69,0.0
559,100.0,75.0,219279,0,0,0,0,1,2,1.5,0.4,0,Sugawara,2.0,474,False,,2024-10-20T11:00:06.390070Z,45,219279.jpg,2.4,Yukinari,0.2,False,,a,17,20,19,25324,206,22650,842,0.4,4.2,Sugawara,108.0,626,1,0,1,15,0,0,0,2,0,0,0,82,149.0,132.2,47.0,32.7,8,0.24,1.12,1.36,14.22,101,37,66,13,176,39,106,23,3.0,,2.0,,,,0.03,0.0,0.16,0.19,2.04,2.16,380,69,165,52,170,49,344,120,1.15,0.14
560,,,103914,0,0,-1,1,0,2,0.2,-0.8,0,Charlie,0.7,475,False,,,39,103914.jpg,1.0,Taylor,4.1,False,,a,17,20,5,117228,30811,233215,6853,0.2,1.3,Taylor,241.0,207,0,0,0,5,0,0,0,1,0,0,0,31,67.0,25.4,2.0,9.5,2,0.00,0.09,0.09,4.08,236,87,268,79,350,114,294,94,,,,,,,0.0,0.0,0.04,0.04,1.77,2.17,665,215,271,82,329,105,89,35,0.87,0.0
561,,,158534,0,0,-1,1,0,2,1.5,0.5,2,Kyle,2.0,476,False,,,44,158534.jpg,1.7,Walker-Peters,0.3,False,,a,17,20,12,16792,530,31034,724,0.5,2.7,Walker-Peters,241.0,620,0,1,0,15,0,0,0,1,0,0,0,55,113.4,74.2,64.0,25.1,7,0.22,0.41,0.63,17.14,162,64,139,32,137,24,159,44,,,,,,,0.03,0.0,0.06,0.09,2.49,2.18,492,99,161,48,259,85,293,108,1.02,0.0
562,,,244845,0,0,0,0,0,2,-0.5,-1.5,0,Nathan,0.0,477,False,,,40,244845.jpg,0.0,Wood-Gordon,1.5,False,,a,17,20,0,84074,1112,70894,2832,0.0,0.0,Wood,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,467,162,453,162,408,141,470,162,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,614,180,392,131,472,159,173,63,0.0,0.0
563,,,149519,0,0,-2,2,0,3,-0.5,-1.5,0,Maxwel,0.0,515,False,,,48,149519.jpg,0.5,Cornet,0.0,False,,a,17,20,1,1566,39,2949,76,0.0,0.2,Cornet,54.0,71,0,0,0,4,0,0,0,1,0,0,0,12,11.6,3.5,7.0,2.2,1,0.16,0.00,0.16,1.79,369,176,362,198,316,174,382,189,,,,,,,0.2,0.0,0.0,0.2,2.27,5.07,299,200,585,251,434,217,568,235,1.27,0.0
564,,,220585,-1,1,-2,2,0,3,1.2,0.2,1,Flynn,1.7,518,False,,,48,220585.jpg,1.6,Downes,0.1,False,,a,17,20,14,3099,146,5065,160,0.4,2.9,Downes,241.0,806,0,0,0,19,0,0,0,4,0,0,0,119,113.2,183.4,61.0,35.8,9,0.46,0.92,1.38,19.68,163,61,38,33,145,91,89,56,,,,,,,0.05,0.0,0.1,0.15,2.2,2.12,308,207,191,92,270,126,509,196,1.0,0.0
565,,,204814,0,0,-4,4,0,3,-0.5,-1.5,0,Ben,0.0,584,False,,,51,204814.jpg,1.5,Brereton Díaz,0.2,False,,a,17,20,9,21450,124,72087,962,0.0,1.8,Brereton Díaz,44.0,389,0,0,0,8,0,0,0,1,0,0,0,30,17.8,61.6,76.0,15.7,4,0.78,0.14,0.92,8.35,347,162,172,110,118,76,238,116,,,,,,,0.18,0.0,0.03,0.21,1.93,1.85,183,116,634,284,288,137,349,125,0.93,0.0
566,100.0,100.0,496661,0,0,1,-1,1,3,0.5,-0.5,1,Tyler,1.0,608,False,,2024-10-16T12:30:07.750821Z,46,496661.jpg,2.2,Dibling,3.3,False,,a,17,20,20,475707,12420,149950,13035,0.2,4.3,Dibling,241.0,490,1,0,1,13,0,0,0,3,0,0,3,78,85.4,112.8,93.0,29.2,6,0.92,0.59,1.51,12.47,203,83,95,72,96,62,133,78,,,,,,,0.17,0.0,0.11,0.28,2.29,2.39,353,227,246,117,197,83,102,31,1.1,0.18
567,,,551226,0,0,0,0,0,3,2.2,1.2,2,Mateus Gonçalo,2.7,623,False,,,50,551226.jpg,2.0,Espanha Fernandes,0.0,False,,a,17,20,16,1971,149,1217,107,0.5,3.2,M.Fernandes,173.0,528,0,1,1,11,0,0,0,2,0,0,0,83,94.4,104.5,67.0,26.6,6,0.45,0.40,0.85,13.36,193,78,109,81,133,85,151,85,,,,,,,0.08,0.0,0.07,0.15,2.28,1.88,245,159,117,49,226,96,598,257,1.02,0.17
