,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
385,,,243298,0,0,-4,4,0,4,3.3,2.3,1,Cody,2.3,321,False,,,71,243298.jpg,1.3,Gakpo,1.7,False,,a,12,14,12,93075,2434,345027,5971,0.3,1.7,Gakpo,152.0,299,0,1,1,2,0,0,0,2,0,0,0,60,53.2,108.5,48.0,21.0,2,0.52,0.51,1.03,3.27,273,28,102,5,174,33,195,26,,,,,,,0.16,0.0,0.15,0.31,0.98,0.6,23,9,157,26,311,32,151,28,0.6,0.3
386,,,171287,0,0,-2,2,0,2,1.3,0.3,0,Joe,0.3,322,False,,,48,171287.jpg,1.0,Gomez,0.4,False,,a,12,14,2,13998,787,41839,1107,0.1,0.4,Gomez,241.0,10,0,0,0,0,0,0,0,0,0,0,0,11,10.2,0.6,0.0,1.1,0,0.00,0.00,0.00,0.21,372,132,395,139,600,214,413,139,,,,,,,0.0,0.0,0.0,0.0,1.89,0.0,303,32,335,109,371,127,274,101,0.0,0.0
387,,,441266,0,0,0,0,0,3,3.3,2.3,2,Ryan,2.3,323,False,,,50,441266.jpg,2.4,Gravenberch,1.0,False,,a,12,14,22,136308,6989,70664,5500,0.5,4.4,Gravenberch,152.0,810,0,0,5,5,0,0,0,2,0,0,1,149,112.8,96.3,27.0,23.6,9,0.15,1.12,1.27,6.98,164,62,115,85,228,128,177,94,,,,,,,0.02,0.0,0.12,0.14,0.78,0.56,226,146,144,61,174,76,202,66,1.0,0.56
388,100.0,100.0,206915,0,0,-2,2,1,3,7.0,6.0,2,Curtis,6.0,324,False,,2024-08-27T11:00:05.666567Z,53,206915.jpg,3.5,Jones,0.3,False,,a,12,14,21,23738,9527,11587,1624,1.1,4.0,Jones,241.0,319,1,1,1,3,0,0,0,0,0,0,3,91,99.6,56.4,89.0,24.6,3,1.13,0.08,1.21,3.21,184,72,185,119,102,68,165,92,,,,,,,0.32,0.0,0.02,0.34,0.91,0.85,159,93,20,8,80,32,325,109,0.85,0.28
389,,,200720,0,0,-1,1,0,1,2.0,1.0,1,Caoimhin,1.0,325,False,,,44,200720.jpg,4.0,Kelleher,1.5,False,,a,12,14,12,181232,28669,62403,3136,0.2,2.7,Kelleher,104.0,270,0,0,1,3,0,0,0,0,0,9,1,48,70.0,0.0,0.0,7.0,3,0.00,0.00,0.00,3.10,233,23,522,55,489,48,318,23,,,,,,,0.0,3.0,0.0,0.0,1.03,1.0,497,27,238,21,47,7,167,24,1.0,0.33
390,,,204716,0,0,3,-3,0,2,3.7,2.7,1,Ibrahima,2.7,326,False,,,53,204716.jpg,4.3,Konaté,13.8,False,,a,12,14,39,1581885,87892,433339,29006,0.5,7.4,Konaté,73.0,749,1,1,4,5,0,0,0,3,0,0,1,173,197.0,31.4,46.0,27.6,8,0.40,0.11,0.51,6.49,56,19,254,74,179,40,144,37,,,,,,,0.05,0.0,0.01,0.06,0.78,0.6,158,19,122,38,39,5,25,9,0.96,0.48
391,,,244731,0,0,4,-4,3,3,3.3,2.3,5,Luis,2.3,327,True,,,79,244731.jpg,6.7,Díaz,27.6,False,,a,12,14,60,3812297,72918,1962383,138868,0.3,7.6,Luis Díaz,48.0,532,5,2,5,3,0,0,0,0,0,0,8,197,259.4,150.1,244.0,65.3,7,2.89,1.14,4.03,3.91,14,5,55,45,25,15,18,13,,,,,,,0.49,0.0,0.19,0.68,0.66,0.51,13,9,158,71,7,6,10,4,1.18,0.85
392,,,118748,1,-1,2,-2,3,3,9.3,8.3,10,Mohamed,8.3,328,True,,,127,118748.jpg,9.3,Salah,40.4,False,,a,12,14,84,2278042,138446,1672776,16636,0.7,6.6,M.Salah,63.0,784,6,5,5,5,0,0,0,0,0,0,16,284,376.2,229.6,474.0,107.8,9,5.15,1.60,6.75,6.83,3,2,22,18,2,1,1,1,,,,,2.0,,0.59,0.0,0.18,0.77,0.78,0.57,2,1,4,3,1,1,3,2,1.03,0.57
393,100.0,100.0,243016,0,0,-3,3,0,3,1.3,0.3,1,Alexis,0.3,329,False,,2024-10-18T17:00:07.554852Z,62,243016.jpg,1.8,Mac Allister,1.5,False,,a,12,14,16,72783,3512,206641,4501,0.0,2.6,Mac Allister,10.0,625,0,0,4,3,0,0,0,3,0,0,0,97,92.4,136.8,78.0,30.7,8,0.27,1.33,1.60,5.11,194,79,62,51,115,74,120,70,,,,,,,0.04,0.0,0.19,0.23,0.74,0.43,67,44,356,180,257,117,169,52,1.15,0.58
394,100.0,100.0,491501,-1,1,-1,1,0,3,1.0,0.0,0,James,0.0,330,False,,2024-09-10T11:24:32.362482Z,44,491501.jpg,0.0,McConnell,0.0,False,,a,12,14,0,3048,644,3488,183,0.0,0.0,McConnell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,540,219,538,225,507,210,543,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,529,300,494,186,546,225,521,205,0.0,0.0
395,100.0,100.0,440148,0,0,-1,1,0,3,1.0,0.0,0,Tyler,0.0,331,False,,2024-09-10T11:27:39.864039Z,44,440148.jpg,0.0,Morton,0.2,False,,a,12,14,0,15303,4298,7610,1569,0.0,0.0,Morton,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,535,218,533,224,502,209,538,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,522,299,489,185,541,224,402,143,0.0,0.0
396,0.0,0.0,197464,0,0,0,0,0,2,0.0,0.0,0,Nathaniel,0.0,332,False,Loaned to Derby County,2024-08-31T06:18:33.693343Z,40,197464.jpg,0.0,Phillips,0.1,False,,u,12,14,0,4026,0,15124,170,0.0,0.0,N.Phillips,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,458,158,444,158,397,135,461,158,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,172,382,126,464,156,455,164,0.0,0.0
397,100.0,100.0,441428,0,0,-5,5,0,2,1.0,0.0,0,Jarell,0.0,333,False,,2024-08-23T09:30:06.099816Z,40,441428.jpg,1.0,Quansah,1.0,False,,a,12,14,1,55810,1646,536153,3184,0.0,0.2,Quansah,241.0,45,0,0,0,0,0,0,0,0,0,0,0,7,15.8,0.5,0.0,1.6,1,0.00,0.00,0.00,0.31,357,128,396,140,416,144,399,133,,,,,,,0.0,0.0,0.0,0.0,0.62,0.0,622,183,399,134,337,112,199,73,2.0,0.0
398,0.0,0.0,219937,0,0,0,0,0,2,0.0,0.0,0,Rhys,0.0,334,False,Loaned to Morecambe,2024-08-22T11:18:16.485954Z,40,219937.jpg,0.0,Williams,0.1,False,,u,12,14,0,828,0,12483,139,0.0,0.0,R.Williams,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,464,161,450,161,403,138,467,161,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,608,176,388,129,469,158,485,178,0.0,0.0
399,,,122798,0,0,0,0,0,2,2.3,1.3,1,Andrew,1.3,335,False,,,60,122798.jpg,3.4,Robertson,5.7,False,,a,12,14,31,661556,6355,591847,22099,0.2,5.2,Robertson,243.0,665,0,0,4,5,0,0,0,1,0,0,0,146,94.6,170.7,68.0,33.3,8,0.38,1.07,1.45,6.00,192,75,44,6,132,22,98,20,2.0,,,,,,0.05,0.0,0.14,0.19,0.81,0.68,77,6,230,66,88,22,71,25,1.08,0.54
400,,,424876,0,0,-1,1,0,3,2.0,1.0,1,Dominik,1.0,336,False,,,64,424876.jpg,2.7,Szoboszlai,1.7,False,,a,12,14,24,205917,4331,281003,8769,0.2,3.8,Szoboszlai,98.0,654,0,2,4,3,0,0,0,3,0,0,1,112,82.6,183.9,118.0,38.6,7,1.45,0.99,2.44,5.56,210,89,37,32,77,46,70,45,,,,,,,0.2,0.0,0.14,0.34,0.77,0.41,52,32,269,133,154,65,155,49,0.96,0.55
401,100.0,100.0,214285,0,0,-4,4,0,2,3.3,2.3,1,Konstantinos,2.3,337,False,,2024-10-18T17:00:07.570138Z,46,214285.jpg,2.0,Tsimikas,0.2,False,,a,12,14,10,10737,930,38720,622,0.5,2.2,Tsimikas,83.0,138,0,0,1,0,0,0,0,0,0,0,0,41,25.2,12.9,2.0,4.2,1,0.03,0.09,0.12,0.99,328,117,311,98,360,119,356,116,3.0,,,,,,0.02,0.0,0.06,0.08,0.65,0.0,347,47,139,42,221,73,357,125,0.65,0.65
402,,,97032,0,0,1,-1,0,2,6.7,5.7,7,Virgil,5.7,339,True,,,61,97032.jpg,5.0,van Dijk,16.0,False,,a,12,14,45,709082,88452,530620,12314,0.9,7.4,Virgil,152.0,810,1,0,5,5,0,0,0,1,0,0,3,194,211.6,41.6,80.0,33.2,9,0.46,0.21,0.67,6.98,43,13,220,58,111,15,100,22,,,3.0,,,,0.05,0.0,0.02,0.07,0.78,0.56,73,5,23,5,16,1,21,6,1.0,0.56
403,25.0,50.0,223541,0,0,-2,2,0,3,0.2,0.0,0,Federico,0.0,636,False,Knock - 25% chance of playing,2024-10-02T00:30:05.860798Z,68,223541.jpg,1.0,Chiesa,0.2,False,,d,12,14,1,43944,111,41353,1002,0.0,0.1,Chiesa,106.0,18,0,0,0,0,0,0,0,0,0,0,0,-1,0.2,0.9,15.0,1.6,0,0.16,0.08,0.24,0.55,436,216,390,208,272,152,402,197,,,,,,,0.8,0.0,0.4,1.2,2.75,0.0,34,18,660,300,411,209,385,138,0.0,0.0
404,,,432987,0,0,0,0,0,1,1.3,0.3,0,Vítezslav,0.3,660,False,,,40,432987.jpg,1.0,Jaros,0.2,False,,a,12,14,1,29068,1237,6926,1233,0.1,0.2,Jaros,57.0,11,0,0,0,0,0,0,0,0,0,1,0,6,8.8,0.0,0.0,0.9,0,0.00,0.00,0.00,0.14,383,29,457,29,412,21,418,29,,,,,,,0.0,8.18,0.0,0.0,1.15,0.0,618,59,318,24,336,29,341,49,0.0,0.0
405,,,464353,0,0,0,0,0,1,2.0,1.0,0,Harvey,0.0,669,False,,,40,464353.jpg,0.0,Davies,0.0,False,,a,12,14,0,90,90,4,4,0.0,0.0,Davies,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,481,54,468,36,424,28,484,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,631,66,407,50,486,54,663,70,0.0,0.0
