,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
475,100.0,100.0,219168,0,0,-2,2,0,4,1.7,2.2,6,Alexander,2.7,401,False,,2024-09-27T11:00:07.383857Z,83,219168.jpg,3.9,Isak,12.6,False,,a,15,4,27,556591,15897,4952776,23113,0.3,3.3,Isak,206.0,585,2,1,1,9,0,0,0,0,0,0,3,99,127.0,89.7,247.0,46.3,7,3.43,0.58,4.01,10.94,137,16,121,9,23,10,47,9,,,3.0,,2.0,,0.53,0.0,0.09,0.62,1.68,1.38,9,3,132,23,55,15,31,7,1.08,0.15
476,,,114243,0,0,-4,4,0,3,1.0,1.5,1,Jacob,2.0,402,False,,,51,114243.jpg,2.1,Murphy,0.4,False,,a,15,4,19,28080,576,187810,2118,0.4,3.7,J.Murphy,241.0,494,0,2,1,5,0,0,0,1,0,0,0,68,84.6,107.1,72.0,26.4,6,0.31,1.20,1.51,6.13,206,86,105,78,125,80,152,86,,,,,,,0.06,0.0,0.22,0.28,1.12,0.91,181,114,178,82,208,90,271,87,1.09,0.18
477,,,180974,0,0,0,0,1,3,1.3,1.8,2,Joelinton Cássio,2.3,403,False,,,60,180974.jpg,2.6,Apolinário de Lira,1.4,False,,a,15,4,23,271563,1815,285018,6116,0.4,3.8,Joelinton,30.0,746,1,0,2,9,0,0,0,4,0,0,3,92,134.6,126.4,146.0,40.8,9,1.47,0.39,1.86,11.92,128,45,77,58,57,33,66,43,,,,,,,0.18,0.0,0.05,0.23,1.44,1.09,79,51,153,67,160,68,175,54,1.09,0.24
478,,,235530,0,0,-1,1,0,2,-0.7,-0.2,1,Lloyd,0.3,404,False,,,44,235530.jpg,1.5,Kelly,0.1,False,,a,15,4,9,7511,64,12482,349,0.1,2.0,Kelly,241.0,204,0,1,0,4,0,0,0,1,0,0,0,29,56.8,16.8,7.0,7.9,3,0.19,0.10,0.29,4.64,260,95,294,90,314,101,307,100,,,,,,,0.08,0.0,0.04,0.12,2.05,1.76,516,115,323,105,280,90,415,150,1.32,0.0
479,100.0,100.0,111773,0,0,-1,1,0,2,-1.0,-0.5,0,Emil,0.0,405,False,,2024-09-04T10:30:05.581724Z,44,111773.jpg,3.3,Krafth,0.1,False,,a,15,4,10,11450,19,14293,379,0.0,2.3,Krafth,206.0,240,0,0,1,2,0,0,0,0,0,0,0,34,44.2,10.9,11.0,6.6,2,0.04,0.03,0.07,5.07,292,101,323,102,289,90,325,107,,,,,,,0.02,0.0,0.01,0.03,1.9,0.75,490,97,475,189,92,23,412,148,0.75,0.38
480,,,564510,0,0,0,0,0,3,-1.0,-0.5,0,Garang,0.0,406,False,,,45,564510.jpg,0.0,Kuol,0.0,False,,a,15,4,0,3703,193,4097,144,0.0,0.0,Kuol,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,603,264,603,270,579,257,606,267,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,282,565,237,609,270,515,200,0.0,0.0
481,0.0,0.0,101148,0,0,0,0,0,2,0.0,0.0,0,Jamaal,0.0,407,False,Knee injury - Expected back 28 Dec,2024-07-17T13:30:05.035452Z,45,101148.jpg,0.0,Lascelles,0.0,False,,i,15,4,0,422,22,456,20,0.0,0.0,Lascelles,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,547,211,545,211,514,202,550,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,360,57,501,202,553,209,647,217,0.0,0.0
482,0.0,0.0,194799,0,0,0,0,0,2,0.0,0.0,0,Jamal,0.0,408,False,Loaned to  Sao Paulo,2024-09-05T10:35:35.180344Z,40,194799.jpg,0.0,Lewis,0.2,False,,u,15,4,0,11493,0,34000,568,0.0,0.0,Lewis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,457,157,443,157,396,134,460,157,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,600,171,381,125,463,155,352,124,0.0,0.0
483,,,441191,0,0,0,0,0,2,0.3,0.8,1,Tino,1.3,409,False,,,45,441191.jpg,2.0,Livramento,1.9,False,,a,15,4,18,235285,1076,214129,6873,0.3,4.0,Livramento,241.0,527,0,0,1,7,0,0,0,0,0,0,1,66,102.2,44.2,4.0,15.1,6,0.00,0.07,0.07,8.67,179,71,212,53,340,111,244,79,,,,,,,0.0,0.0,0.01,0.01,1.48,1.2,395,79,210,62,219,72,143,53,1.02,0.17
484,,,180135,0,0,-3,3,0,3,-0.3,0.2,0,Sean,0.7,410,False,,,47,180135.jpg,1.2,Longstaff,0.5,False,,a,15,4,10,34020,1591,91594,2554,0.1,2.1,Longstaff,241.0,329,0,0,1,3,0,0,0,2,0,0,0,47,40.6,20.9,14.0,7.6,4,0.21,0.04,0.25,6.11,297,138,277,163,274,153,312,155,,,,,,,0.06,0.0,0.01,0.07,1.67,0.82,337,222,285,139,317,155,251,79,1.09,0.27
485,100.0,100.0,547719,0,0,0,0,0,3,-1.0,-0.5,0,Lewis,0.0,411,False,,2024-07-17T13:30:05.048462Z,50,547719.jpg,0.0,Miley,0.0,False,,a,15,4,0,311,63,296,32,0.0,0.0,Miley,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,649,294,648,295,644,293,650,295,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,244,158,630,281,649,295,648,288,0.0,0.0
486,,,111452,0,0,-1,1,0,1,-1.0,-0.5,0,Odysseas,0.0,412,False,,,44,111452.jpg,0.0,Vlachodimos,0.1,False,,a,15,4,0,1030,37,6226,150,0.0,0.0,Odysseas,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,527,66,518,53,486,47,530,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,489,25,474,66,533,66,437,61,0.0,0.0
487,100.0,100.0,98747,0,0,0,0,1,1,2.7,3.2,2,Nick,3.7,413,False,,2024-10-02T00:30:05.710785Z,50,98747.jpg,4.0,Pope,6.8,False,,a,15,4,36,493109,4163,547543,15419,0.7,7.2,Pope,241.0,810,0,0,2,10,0,0,0,0,0,40,2,142,288.4,0.0,0.0,28.8,9,0.00,0.00,0.00,12.88,8,3,631,67,626,65,135,3,,,,,,,0.0,4.44,0.0,0.0,1.43,1.11,192,6,61,6,48,8,61,11,1.0,0.22
488,,,19236,0,0,0,0,0,1,-1.0,-0.5,0,John,0.0,414,False,,,40,19236.jpg,0.0,Ruddy,0.3,False,,a,15,4,0,12816,675,10820,350,0.0,0.0,Ruddy,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,442,31,426,11,377,3,445,31,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,576,41,363,27,448,31,298,44,0.0,0.0
489,100.0,100.0,119471,0,0,-1,1,0,2,1.3,1.8,0,Fabian,2.3,415,False,,2024-10-02T00:30:05.719745Z,54,119471.jpg,2.1,Schär,1.1,False,,a,15,4,15,65372,3428,169106,5095,0.4,2.8,Schär,207.0,567,1,0,1,8,0,0,0,3,1,0,0,54,116.4,27.2,46.0,18.5,7,0.90,0.51,1.41,7.82,156,63,265,78,180,41,216,66,,,2.0,,,,0.14,0.0,0.08,0.22,1.24,1.27,130,14,149,45,209,66,196,71,1.11,0.16
490,25.0,25.0,169359,0,0,0,0,0,2,-0.2,-0.1,0,Matt,0.0,416,False,Lack of match fitness - 25% chance of playing,2024-09-27T11:00:07.434832Z,40,169359.jpg,0.0,Targett,0.4,False,,d,15,4,0,25707,118,37869,1544,0.0,0.0,Targett,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,452,154,438,154,390,130,455,154,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,592,165,375,121,459,153,281,103,0.0,0.0
491,100.0,100.0,432422,0,0,0,0,0,3,1.0,1.5,1,Sandro,2.0,417,False,,2024-07-17T13:30:05.060878Z,55,432422.jpg,1.4,Tonali,0.3,False,,a,15,4,10,46633,1303,30807,2211,0.4,1.8,Tonali,106.0,362,0,0,1,5,0,0,0,2,0,0,0,61,55.4,51.0,71.0,17.7,4,0.76,0.19,0.95,4.35,267,119,197,125,128,82,220,109,,,4.0,,,,0.19,0.0,0.05,0.24,1.08,1.24,118,72,183,87,301,146,301,98,0.99,0.25
492,0.0,0.0,77794,-1,1,-4,4,0,2,0.0,0.0,0,Kieran,2.7,418,False,Hamstring injury - Expected back 25 Nov,2024-10-02T00:30:05.733255Z,56,77794.jpg,2.6,Trippier,3.8,False,,i,15,4,13,66816,127,1014031,23649,0.5,2.3,Trippier,241.0,278,0,0,1,3,0,0,0,0,0,0,2,46,44.6,65.7,11.0,12.1,3,0.03,0.22,0.25,4.21,291,100,157,37,292,92,270,88,1.0,,1.0,,,,0.01,0.0,0.07,0.08,1.36,0.97,102,9,128,40,159,45,93,38,0.97,0.32
493,0.0,0.0,461484,0,0,0,0,0,3,0.0,0.0,0,Joe,0.0,419,False,Loaned to MK Dons,2024-08-31T08:20:54.098792Z,45,461484.jpg,0.0,White,0.2,False,,u,15,4,0,12007,0,37895,422,0.0,0.0,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,567,234,566,240,538,226,570,237,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,405,242,523,202,573,240,379,134,0.0,0.0
494,100.0,100.0,200089,0,0,-2,2,0,3,0.0,0.5,1,Joe,1.0,420,False,,2024-08-29T09:30:05.054417Z,48,200089.jpg,1.4,Willock,0.2,False,,a,15,4,10,25535,426,23716,1093,0.2,2.1,Willock,241.0,190,0,1,0,2,0,0,0,0,0,0,0,40,46.0,80.0,26.0,15.3,1,0.16,0.32,0.48,3.33,285,132,131,92,230,130,243,119,,,,,,,0.08,0.0,0.15,0.23,1.58,0.95,305,205,249,119,292,138,362,129,0.47,0.0
495,0.0,0.0,75115,0,0,-1,1,0,4,0.0,0.0,0,Callum,0.0,421,False,Lack of match fitness - Expected back 10 Nov,2024-08-05T15:00:04.487875Z,69,75115.jpg,0.0,Wilson,0.0,False,,i,15,4,0,1180,60,7005,125,0.0,0.0,Wilson,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,668,72,668,72,668,72,668,72,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,28,12,661,72,667,72,545,69,0.0,0.0
496,0.0,0.0,578512,0,0,0,0,0,2,0.0,0.0,0,Miodrag,0.0,574,False,Loaned to Willem II,2024-09-10T11:08:18.853575Z,40,578512.jpg,0.0,Pivaš,0.1,False,,u,15,4,0,2653,0,9482,174,0.0,0.0,Pivas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,505,185,492,185,450,167,508,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,659,209,434,158,511,183,459,168,0.0,0.0
497,,,538207,0,0,0,0,0,4,-0.3,0.2,1,William,0.7,590,False,,,50,538207.jpg,1.0,Osula,0.2,False,,a,15,4,3,15484,460,16816,748,0.1,0.6,Osula,58.0,9,0,0,0,1,0,0,0,0,0,0,0,7,1.0,0.0,2.0,0.3,0,0.00,0.00,0.00,0.48,431,44,647,65,364,44,434,44,,,,,,,0.0,0.0,0.0,0.0,4.8,10.0,243,53,300,34,392,38,392,57,0.0,0.0
